DRAIN_SQKM,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,NDAMS_2009,DDENS_2009,STOR_NID_2009,STOR_NOR_2009,MAJ_NDAMS_2009,MAJ_DDENS_2009,PROXIM_NEAREST_DAM,PROXIM_DIS_ALLDAMS,PROXIM_NEAREST_MAJ_DAM,PROXIM_DIS_ALL_MAJ_DAMS,CANALS_PCT,PROXIM_NEAREST_CANAL,PROXIM_DIS_ALLCANALS,CANALS_MAINSTEM_PCT,NPDES_MAJ_DENS,PROXIM_NEAREST_MAJ_NPDES,PROXIM_DIS_ALL_MAJ_NPDES,FRESHW_WITHDRAWAL,MINING92_PCT,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,ARTIFPATH_PCT,ARTIFPATH_MAINSTEM_PCT,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,PCT_NO_ORDER,FRAGUN_BASIN,HIRES_LENTIC_NUM,HIRES_LENTIC_DENS,HIRES_LENTIC_MEANSIZ,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,MAINS100_DEV,MAINS100_FOREST,MAINS100_PLANT,MAINS100_11,MAINS100_12,MAINS100_21,MAINS100_22,MAINS100_23,MAINS100_24,MAINS100_31,MAINS100_41,MAINS100_42,MAINS100_43,MAINS100_52,MAINS100_71,MAINS100_81,MAINS100_82,MAINS100_90,MAINS100_95,MAINS800_DEV,MAINS800_FOREST,MAINS800_PLANT,MAINS800_11,MAINS800_12,MAINS800_21,MAINS800_22,MAINS800_23,MAINS800_24,MAINS800_31,MAINS800_41,MAINS800_42,MAINS800_43,MAINS800_52,MAINS800_71,MAINS800_81,MAINS800_82,MAINS800_90,MAINS800_95,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,RIP100_12,RIP100_21,RIP100_22,RIP100_23,RIP100_24,RIP100_31,RIP100_41,RIP100_42,RIP100_43,RIP100_52,RIP100_71,RIP100_81,RIP100_82,RIP100_90,RIP100_95,RIP800_DEV,RIP800_FOREST,RIP800_PLANT,RIP800_11,RIP800_12,RIP800_21,RIP800_22,RIP800_23,RIP800_24,RIP800_31,RIP800_41,RIP800_42,RIP800_43,RIP800_52,RIP800_71,RIP800_81,RIP800_82,RIP800_90,RIP800_95,CDL_CORN,CDL_SORGHUM,CDL_SOYBEANS,CDL_SUNFLOWERS,CDL_BARLEY,CDL_SPRING_WHEAT,CDL_WINTER_WHEAT,CDL_OATS,CDL_ALFALFA,CDL_OTHER_HAYS,CDL_DRY_BEANS,CDL_POTATOES,CDL_FALLOW_IDLE,CDL_OTHER_CROPS,CDL_ALL_OTHER_LAND,NITR_APP_KG_SQKM,PHOS_APP_KG_SQKM,PESTAPP_KG_SQKM,PDEN_2000_BLOCK,PDEN_DAY_LANDSCAN_2007,PDEN_NIGHT_LANDSCAN_2007,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV,PADCAT1_PCT_BASIN,PADCAT2_PCT_BASIN,PADCAT3_PCT_BASIN,HGA,HGB,HGAD,HGC,HGD,HGBD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_NORTHNESS,ASPECT_EASTNESS,median
10098.2,10,1.43,47.47,22.65,6.01,8.7,13.87,2.434,17.3,-1.13,1.984,0.2,56.5,56,261.0,151.9,269,132,80.6,55,8.3,5.1,6,3,526.9,32.6,0.036,3.63,3.59,4.64,4.94,4.79,2.83,3.51,3.48,3.71,4.94,4.02,3.4,-5.87,-3.7,0.42,5.22,10.48,15.67,19.5,18.39,13.6,7.5,0.08,-4.86,22,0.22,4.4,2.93,2,0.02,0.9099312123817713,0.761822871883061,0.9099312123817713,0.8155631986242476,0.8,0.9187446259673259,0.7828890799656062,0.0,0.0,0.0,0.0,37.7,0.0,0.08,2,3.1,0.88,7,1.66,0.33,1.12,0.16,62.1,0.3,1.9,10.69,68.0,63.07,16.71,7.72,4.07,2.94,1.6,3.9,5.8,3399,0.337,4.7,0.58,48.64,2.45,0.1,0.0,0.42,0.15,0.01,0.0,1.8,13.13,34.49,1.02,42.82,2.94,2.41,0.03,0.54,0.13,3.73,19.19,25.93,5.07,0.0,2.46,1.23,0.03,0.01,1.32,8.93,10.01,0.26,20.12,0.72,25.93,0.0,23.82,0.1,3.92,27.2,17.73,1.68,0.0,2.51,1.26,0.13,0.02,3.65,10.71,15.7,0.79,38.68,1.08,17.73,0.0,5.98,0.09,1.07,36.97,5.43,0.29,0.0,0.82,0.24,0.01,0.0,1.93,11.31,24.92,0.73,50.68,2.04,5.4,0.03,1.48,0.11,0.62,47.81,2.66,0.11,0.0,0.44,0.16,0.01,0.0,1.81,12.78,34.05,0.98,43.94,2.41,2.62,0.04,0.53,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,1.27,0.0,0.0,0.01,0.0,98.69,275.5,72.2,0.2,0.54,0.63,0.51,0.76,0.29,0.26,0.02,0.68,12.42,61.43,0.85,38.71,0.0,13.51,46.93,0.0,0.12,2.29,1.35,0.79,6.0,34.5,74.49,46.74,69.57,22.81,43.82,33.37,0.23,14.44,2184.7,3642,1503,2101,390.9,1504,0.319,0.28,17.1,0.853,-0.521,-24.253393665158363
148.2,7,1.5,68.05,42.75,3.51,3.5,10.54,0.333,10.9,-4.19,0.593,-5.7,49.0,50,248.0,173.1,248,171,92.2,86,9.6,5.0,9,5,422.3,58.4,0.177,7.44,7.28,7.87,6.09,5.13,2.96,3.18,4.32,5.03,5.96,6.86,5.91,-6.96,-5.62,-2.76,1.46,6.2,11.08,15.0,14.16,9.64,4.16,-2.4,-6.1,3,2.02,23.07,18.4,0,0.0,0.9767841788478073,0.9679707652622529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3,0.0,0.0,0,0.0,0.49,3,1.37,2.36,0.0,0.3,65.6,0.2,3.8,11.27,35.3,64.01,27.85,8.15,0.0,0.0,0.0,0.0,6.6,16,0.108,27.6,1.08,68.87,0.0,0.2,0.0,1.08,0.0,0.0,0.0,0.02,50.46,15.95,2.47,29.66,0.16,0.0,0.0,0.01,0.0,0.0,58.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.04,20.38,0.34,41.23,0.0,0.0,0.0,0.0,0.0,0.09,70.53,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,47.67,21.29,1.57,29.28,0.0,0.0,0.0,0.0,0.0,0.83,59.04,0.0,1.17,0.0,0.83,0.0,0.0,0.0,0.0,36.62,21.58,0.84,38.68,0.29,0.0,0.0,0.0,0.0,0.76,70.32,0.0,0.24,0.0,0.76,0.0,0.0,0.0,0.03,48.95,19.09,2.27,28.52,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,99.99,94.8,24.1,0.0,0.0,0.19,0.0,0.94,0.16,0.05,0.0,0.0,0.0,83.55,0.0,54.07,0.0,40.58,5.35,0.0,0.13,1.89,1.32,1.3,5.89,48.45,74.85,49.31,70.16,25.47,44.88,29.65,0.22,39.8,2656.3,2960,2329,2660,106.9,2329,0.519,0.525,22.0,0.927,0.375,-32.966716716716704
195.3,6,2.44,57.56,45.42,3.85,4.5,10.86,0.638,12.4,-4.07,0.888,-5.1,49.6,49,250.9,166.6,252,164,84.1,72,8.4,5.4,7,5,438.7,55.2,0.144,6.14,6.02,6.42,4.84,4.51,2.45,3.25,4.3,4.57,4.66,5.3,5.07,-7.38,-5.77,-2.46,1.93,6.94,11.64,15.58,14.82,10.21,4.62,-2.36,-6.43,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8,0.0,0.0,0,0.0,0.54,3,1.25,0.0,0.0,0.02,68.4,0.0,2.5,10.39,27.1,69.33,24.32,6.35,0.0,0.0,0.0,0.0,4.9,33,0.169,1.4,1.19,64.63,0.09,0.0,0.0,1.03,0.16,0.0,0.0,0.46,32.08,30.09,2.46,33.6,0.01,0.09,0.0,0.01,0.01,7.92,37.59,2.38,0.0,0.0,6.67,1.26,0.0,0.0,1.66,15.11,22.32,0.16,50.0,0.07,2.38,0.0,0.16,0.21,3.09,44.26,0.51,0.0,0.0,2.45,0.64,0.0,0.0,1.01,19.11,24.38,0.77,51.01,0.05,0.51,0.0,0.03,0.04,3.01,55.41,0.53,0.0,0.0,2.65,0.36,0.0,0.0,1.03,22.93,31.55,0.93,39.89,0.03,0.53,0.0,0.04,0.05,1.19,62.24,0.13,0.0,0.0,1.02,0.17,0.0,0.0,0.54,28.55,31.86,1.83,35.87,0.01,0.13,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.01,99.93,87.5,23.5,0.0,0.02,0.63,0.02,0.67,0.29,0.11,0.0,0.0,0.0,53.2,0.0,40.46,0.0,45.91,13.63,0.0,0.14,1.61,1.33,1.16,5.98,40.55,86.49,56.85,82.8,24.68,44.02,31.3,0.21,25.24,2511.1,3018,2211,2509,145.3,2214,0.372,0.369,20.9,-0.931,0.364,-32.02127659574468
4494.2,13,1.54,37.47,20.91,7.68,11.1,14.62,2.976,19.7,-0.68,2.2,0.9,50.6,53,268.1,144.3,283,122,64.4,46,6.8,4.0,5,3,590.4,32.2,0.045,3.3,3.42,3.77,3.02,3.11,1.76,2.89,3.09,3.72,3.9,2.94,2.53,-5.46,-2.94,1.05,5.99,10.98,16.18,20.03,18.96,14.19,8.04,0.7,-4.22,23,0.51,20.44,20.14,2,0.04,0.9312123817712812,0.8901547721410146,0.9133705932932072,0.861779879621668,2.89,0.9363714531384351,0.8933791917454857,0.0,0.04,0.9058469475494411,0.8798366294067068,27.6,0.17,1.56,2,246.7,0.82,6,1.95,0.78,2.9,0.37,61.1,0.0,3.7,11.4,238.3,60.86,18.88,10.04,2.95,3.27,0.9,3.09,8.0,1176,0.262,14.1,1.36,33.5,2.92,0.27,0.0,0.85,0.42,0.09,0.0,0.99,10.98,21.71,0.81,58.48,2.14,2.91,0.01,0.33,0.01,7.8,17.92,5.11,2.3,0.0,4.68,2.77,0.33,0.01,1.51,4.76,13.12,0.05,46.45,0.07,5.11,0.0,18.81,0.03,6.18,21.47,6.02,1.97,0.0,2.64,2.96,0.55,0.02,1.66,8.35,12.8,0.32,57.91,0.25,6.02,0.0,4.52,0.02,2.12,27.66,3.49,0.47,0.0,1.35,0.68,0.09,0.0,0.74,7.44,19.84,0.38,62.19,1.97,3.49,0.01,1.35,0.01,1.41,31.91,2.8,0.31,0.0,0.86,0.46,0.09,0.0,1.02,9.52,21.75,0.64,60.1,2.06,2.79,0.01,0.38,0.01,0.03,0.03,0.0,0.0,0.07,0.0,0.04,0.13,1.29,0.14,0.0,0.0,0.02,0.01,98.25,242.6,63.9,0.6,4.75,3.73,3.77,0.75,0.29,0.33,0.01,0.0,1.46,48.17,0.33,51.08,0.0,18.14,30.45,0.0,0.13,2.79,1.34,0.59,5.97,40.95,86.67,52.46,82.78,20.32,42.54,37.14,0.25,14.85,2078.9,3161,1410,1984,395.4,1413,0.382,0.328,16.4,-0.783,0.621,-24.732400797309516
358.7,8,2.67,62.34,28.2,4.78,7.4,10.32,2.11,15.8,-2.99,1.343,0.3,50.5,49,258.2,162.5,268,146,83.4,60,9.3,4.9,7,4,457.6,47.3,0.141,6.47,6.2,7.13,5.2,5.21,2.48,3.55,4.58,4.68,5.41,6.07,5.38,-6.25,-5.03,-2.36,1.94,6.65,11.69,15.46,14.56,10.2,4.78,-1.75,-5.32,4,1.12,9.17,7.16,0,0.0,0.9845227858985383,0.9656061908856406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1,0.0,0.0,0,0.0,0.52,4,1.17,0.39,0.0,0.26,61.8,0.0,7.1,9.98,64.5,63.06,25.57,3.71,7.65,0.0,0.0,0.0,4.4,102,0.284,9.1,0.97,54.12,0.0,0.14,0.0,0.94,0.02,0.0,0.0,3.43,12.04,35.29,6.79,35.55,5.66,0.0,0.0,0.13,0.0,5.01,64.23,0.17,0.0,0.0,4.92,0.1,0.0,0.0,8.42,11.69,49.39,3.14,20.09,1.82,0.17,0.0,0.25,0.0,1.05,59.03,0.03,0.0,0.0,1.04,0.02,0.0,0.0,6.18,11.71,44.34,2.98,31.13,2.31,0.03,0.0,0.26,0.0,1.53,59.63,0.03,0.35,0.0,1.5,0.04,0.0,0.0,2.8,9.93,42.28,7.42,31.73,3.73,0.03,0.0,0.21,0.0,0.82,56.42,0.01,0.2,0.0,0.81,0.02,0.0,0.0,2.58,11.6,37.6,7.21,35.38,4.5,0.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,181.1,43.4,0.0,0.0,0.49,0.0,0.44,0.17,0.04,0.0,0.0,2.85,94.73,0.0,17.63,0.0,59.98,22.39,0.0,0.12,1.38,1.31,1.1,5.82,43.99,73.69,50.74,68.72,30.23,43.48,26.3,0.21,30.03,2698.8,3389,1898,2716,322.6,1901,0.537,0.549,21.9,0.188,0.982,-24.903422112646716
4292.5,17,1.36,37.98,18.75,7.55,10.9,14.43,3.579,20.6,-0.44,2.322,2.1,50.9,54,267.0,144.4,276,127,62.6,44,7.0,3.7,5,3,579.2,32.3,0.067,3.64,3.45,3.9,2.99,3.15,1.66,2.86,3.18,3.39,3.75,3.21,2.8,-5.05,-2.58,1.23,5.98,10.87,16.07,19.8,18.71,14.07,8.02,0.87,-3.84,37,0.86,43.21,39.23,8,0.19,0.9049871023215821,0.8205073086844368,0.8428632846087705,0.7955717970765263,6.33,0.8665090283748925,0.8424333619948409,0.0,0.0,0.0,0.0,22.6,0.0,0.25,3,2468.2,0.66,5,1.78,0.96,3.05,0.35,55.6,0.0,4.8,11.48,213.6,59.78,16.65,7.11,5.76,4.05,0.0,6.65,8.5,859,0.2,17.6,1.09,24.05,3.49,0.29,0.0,0.73,0.31,0.05,0.0,7.7,6.35,15.83,1.87,52.97,10.1,3.49,0.0,0.32,0.0,5.09,20.66,11.98,2.02,0.0,3.97,1.08,0.04,0.0,5.67,2.53,17.92,0.21,37.47,1.29,11.98,0.0,15.83,0.0,2.26,23.53,7.76,0.6,0.0,1.4,0.75,0.12,0.0,9.43,5.73,17.22,0.58,50.87,1.84,7.75,0.01,3.71,0.0,1.86,18.88,6.72,0.72,0.0,1.32,0.5,0.04,0.0,6.69,3.87,13.73,1.28,52.97,10.59,6.72,0.0,1.58,0.0,1.23,21.56,4.43,0.39,0.0,0.79,0.38,0.07,0.0,7.16,5.46,14.46,1.65,54.17,10.63,4.43,0.0,0.42,0.0,0.02,0.03,0.0,0.0,0.01,0.0,0.01,0.17,1.76,0.09,0.0,0.0,0.01,0.0,97.89,228.9,57.2,0.7,1.78,2.25,1.42,0.56,0.25,0.23,0.0,0.17,16.66,61.19,0.24,42.56,0.0,21.35,35.85,0.0,0.12,2.74,1.34,0.65,5.96,39.36,83.63,50.21,79.41,20.71,42.55,36.73,0.25,14.8,2117.6,3437,1273,1910,488.4,1279,0.39,0.294,17.1,0.237,0.972,-17.523192798750806
63.4,6,2.47,81.19,58.5,2.33,2.8,9.02,1.292,11.0,-5.17,0.54,-5.0,50.2,49,247.5,180.7,248,179,100.7,93,12.0,5.2,11,5,382.3,61.7,0.168,7.66,7.62,11.32,8.66,6.71,2.9,4.94,5.32,4.83,6.67,7.88,6.59,-7.12,-6.11,-3.8,-0.44,4.29,9.52,13.34,12.34,8.07,2.81,-3.2,-6.38,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2,0.0,0.0,0,0.0,0.36,2,1.3,0.0,0.0,0.12,65.9,0.0,0.3,9.74,26.8,98.03,1.97,0.0,0.0,0.0,0.0,0.0,5.4,21,0.331,3.6,1.1,63.74,0.0,0.03,0.0,1.09,0.0,0.0,0.0,1.05,12.66,39.66,11.42,30.12,3.68,0.0,0.0,0.29,0.0,4.87,19.69,0.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0,7.77,5.42,6.5,60.9,13.78,0.0,0.0,0.76,0.0,4.03,42.93,0.0,0.0,0.0,4.02,0.02,0.0,0.0,0.0,15.96,13.96,13.01,47.1,5.16,0.0,0.0,0.78,0.0,2.82,46.77,0.0,0.0,0.0,2.82,0.0,0.0,0.0,0.05,5.28,27.14,14.35,39.59,10.34,0.0,0.0,0.44,0.0,2.55,56.42,0.0,0.0,0.0,2.54,0.01,0.0,0.0,0.47,10.64,33.32,12.46,34.35,5.67,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,99.99,257.4,71.2,0.1,0.0,0.03,0.0,0.42,0.22,0.06,0.0,0.0,0.0,98.78,11.83,43.44,0.0,35.23,9.49,0.0,0.1,1.82,1.37,1.48,6.0,42.01,59.95,41.95,55.16,23.03,52.96,24.01,0.22,59.39,3110.2,3542,2742,3096,201.7,2742,0.46,0.443,18.5,-0.888,0.46,-15.629045226996062
1951.0,14,2.21,49.34,24.08,4.49,6.7,11.99,1.772,15.7,-3.52,1.103,-1.0,45.9,46,252.2,170.8,260,157,70.9,54,8.6,4.1,8,3,448.2,42.5,0.051,4.33,4.02,5.93,4.46,3.93,2.01,4.0,4.81,3.72,4.34,4.38,3.39,-5.58,-4.24,-1.43,2.37,7.18,12.42,16.02,14.94,10.76,5.25,-1.32,-4.96,6,0.31,18.66,12.57,3,0.15,0.9731298366294067,0.9492691315563199,0.9537833190025795,0.9423903697334479,5.94,0.9978503869303526,0.9692605331040413,0.0,0.0,0.0,0.0,24.3,0.0,1.82,0,0.0,0.59,5,1.36,1.78,8.04,0.87,70.8,0.0,0.0,10.84,109.9,61.87,15.8,7.72,4.85,0.66,0.0,9.11,9.8,478,0.245,35.6,1.82,30.4,1.49,0.77,0.0,0.87,0.8,0.15,0.0,0.43,4.64,21.57,4.19,63.75,1.15,1.12,0.37,0.18,0.0,6.11,24.24,14.37,5.33,0.0,5.41,0.71,0.0,0.0,0.4,4.5,17.32,2.42,40.73,6.37,9.44,4.94,2.44,0.0,4.46,28.14,12.78,2.96,0.0,3.76,0.69,0.01,0.0,0.33,5.7,17.62,4.83,46.46,3.76,8.86,3.92,1.1,0.0,2.77,16.58,2.82,1.36,0.0,1.49,1.11,0.16,0.0,0.49,2.64,12.46,1.48,74.48,1.2,2.13,0.69,0.28,0.0,2.17,20.4,2.01,0.97,0.0,1.0,0.98,0.19,0.0,0.46,3.25,14.57,2.57,73.07,0.75,1.49,0.52,0.17,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,1.5,0.15,0.0,0.0,0.07,0.0,98.24,250.6,60.0,0.8,0.77,0.83,0.66,0.72,0.38,0.44,0.0,0.0,0.58,72.66,1.86,55.22,0.0,32.24,10.69,0.0,0.1,1.74,1.36,0.92,5.93,50.84,65.43,38.64,59.95,22.38,42.41,35.22,0.18,22.85,2677.9,3542,2098,2673,289.5,2098,0.402,0.398,10.8,0.326,0.946,0.766652403366135
3131.8,14,1.92,42.95,18.23,5.67,12.5,12.96,2.611,20.2,-2.39,2.364,4.2,46.5,51,258.6,161.6,287,120,65.4,48,8.2,3.7,6,3,495.5,36.7,0.016,3.64,3.3,4.95,3.75,3.47,1.8,3.79,4.41,3.48,3.97,3.66,2.72,-5.01,-3.42,-0.42,3.66,8.52,13.79,17.34,16.23,12.02,6.38,-0.46,-4.37,13,0.42,12.04,8.17,3,0.1,0.9275580395528805,0.9071367153912296,0.8959587274290628,0.8856405846947549,5.0,0.9389509888220121,0.9024075666380053,0.0,0.0,0.0,0.0,19.6,0.0,2.05,0,0.0,0.6,5,1.65,1.15,4.42,0.59,70.2,0.0,0.0,10.62,86.5,60.97,16.96,8.71,2.94,3.22,0.0,7.2,8.8,754,0.241,24.5,1.56,34.61,1.62,0.51,0.0,0.89,0.57,0.09,0.0,5.75,3.61,27.47,3.52,53.39,2.35,1.39,0.23,0.21,0.0,7.18,23.88,15.1,2.93,0.0,5.4,1.77,0.0,0.0,6.07,2.49,20.06,1.33,35.22,3.94,12.38,2.71,5.68,0.0,4.19,25.47,10.2,1.67,0.0,3.32,0.86,0.01,0.0,8.3,3.21,19.54,2.72,46.02,2.63,7.99,2.21,1.51,0.0,2.64,24.36,3.49,0.9,0.0,1.65,0.88,0.1,0.0,6.82,2.3,20.25,1.81,58.64,2.52,3.07,0.43,0.62,0.0,1.83,27.39,2.12,0.62,0.0,1.02,0.69,0.12,0.0,6.57,2.58,22.47,2.35,59.36,1.89,1.8,0.32,0.22,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,1.16,0.11,0.0,0.0,0.07,0.0,98.61,218.3,53.6,0.6,0.64,0.57,0.57,0.63,0.32,0.34,0.0,0.0,15.45,64.92,2.14,45.11,0.0,27.42,25.34,0.0,0.1,2.37,1.37,0.78,5.93,45.66,70.75,40.66,65.98,21.52,41.21,37.27,0.19,18.68,2525.9,3542,1453,2550,421.4,1451,0.514,0.525,13.6,0.258,0.966,-1.813070373769712
271.2,13,2.72,62.25,26.44,5.31,7.7,10.54,1.66,15.2,-2.81,1.288,-0.6,49.1,48,259.1,161.3,265,149,83.5,57,9.1,5.2,7,4,471.8,44.0,0.138,6.61,6.24,6.95,5.22,5.18,2.55,3.7,4.75,4.56,5.18,5.95,5.42,-5.98,-4.75,-2.15,2.1,6.82,11.86,15.61,14.74,10.37,4.98,-1.57,-5.04,5,1.84,12.55,9.69,1,0.37,0.9591573516766982,0.9550730868443681,0.9552880481513327,0.9552880481513327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,0.0,0.0,0,0.0,0.56,3,1.25,1.0,0.0,0.28,63.1,0.0,6.0,9.85,37.0,70.74,13.52,13.62,0.0,0.0,0.0,2.12,3.3,65,0.24,11.5,0.24,49.34,0.01,0.09,0.0,0.22,0.02,0.0,0.0,4.44,13.65,29.34,6.35,42.21,3.61,0.01,0.0,0.06,0.0,0.51,65.11,0.29,0.0,0.0,0.51,0.0,0.0,0.0,7.07,2.96,54.6,7.55,26.03,0.92,0.29,0.0,0.06,0.0,0.18,56.84,0.05,0.21,0.0,0.14,0.04,0.0,0.0,9.85,5.71,44.2,6.92,32.07,0.67,0.05,0.0,0.13,0.0,0.25,54.87,0.05,0.37,0.0,0.25,0.0,0.0,0.0,3.28,10.68,37.28,6.91,38.91,2.12,0.05,0.0,0.15,0.0,0.21,50.16,0.01,0.11,0.0,0.19,0.02,0.0,0.0,4.27,13.43,30.46,6.27,43.22,1.95,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,229.7,59.8,0.0,0.0,0.36,0.0,0.38,0.11,0.02,0.0,0.0,0.0,99.73,4.02,22.9,0.0,51.15,21.94,0.0,0.13,1.74,1.33,1.09,5.87,45.6,79.46,52.56,74.39,28.94,42.27,28.78,0.23,30.63,2720.5,3389,1965,2684,273.7,1967,0.531,0.505,21.4,-0.933,0.361,-30.537050744304658
726.9,9,2.0,99.32,52.06,2.69,5.5,10.27,2.871,16.0,-4.85,1.377,-3.8,50.6,56,244.3,175.1,252,173,102.4,90,12.9,5.9,12,6,399.5,54.9,0.122,9.87,9.4,11.68,7.74,5.58,3.45,7.06,9.42,7.87,9.2,9.78,8.34,-7.2,-5.91,-3.13,1.06,5.9,10.76,13.75,12.81,9.26,4.16,-2.13,-6.26,2,0.28,0.25,0.14,0,0.0,0.9886070507308684,0.9868873602751504,0.0,0.0,6.77,0.996560619088564,0.9834479793637145,0.0,0.0,0.0,0.0,16.2,0.0,1.03,1,2.7,0.66,4,1.3,0.39,0.0,0.14,63.2,0.1,1.6,9.73,19.9,61.69,16.69,8.49,3.89,0.0,0.0,9.24,5.2,204,0.281,5.0,0.71,75.22,1.61,0.06,0.0,0.47,0.18,0.05,0.0,3.77,12.13,53.97,9.13,3.12,12.43,1.58,0.03,2.85,0.23,5.75,49.76,1.68,0.61,0.0,3.43,1.49,0.7,0.13,0.01,5.81,41.86,2.09,14.73,5.72,1.68,0.0,21.0,0.75,3.86,70.32,3.88,0.14,0.0,2.39,1.09,0.34,0.04,0.33,9.46,56.25,4.62,10.25,5.48,3.88,0.0,5.38,0.35,1.84,75.77,2.91,0.23,0.0,1.36,0.38,0.08,0.01,0.76,12.0,55.69,8.08,4.73,5.3,2.82,0.09,8.15,0.3,0.94,79.3,2.03,0.08,0.0,0.62,0.24,0.07,0.0,2.58,12.2,57.34,9.75,3.3,8.52,1.98,0.04,3.04,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.94,0.0,0.0,0.0,0.0,99.05,90.6,25.3,0.1,0.66,2.01,0.94,0.28,0.18,0.19,0.0,29.99,10.98,48.16,0.64,49.56,0.0,20.05,28.76,0.99,0.12,5.26,1.32,5.81,5.52,46.64,79.87,45.68,72.61,19.93,41.58,38.49,0.21,39.35,2968.1,4027,2150,2969,416.8,2154,0.436,0.436,31.2,-0.871,-0.491,-40.751703095519616
