DRAIN_SQKM,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,NDAMS_2009,DDENS_2009,STOR_NID_2009,STOR_NOR_2009,MAJ_NDAMS_2009,MAJ_DDENS_2009,PROXIM_NEAREST_DAM,PROXIM_DIS_ALLDAMS,PROXIM_NEAREST_MAJ_DAM,PROXIM_DIS_ALL_MAJ_DAMS,CANALS_PCT,PROXIM_NEAREST_CANAL,PROXIM_DIS_ALLCANALS,CANALS_MAINSTEM_PCT,NPDES_MAJ_DENS,PROXIM_NEAREST_MAJ_NPDES,PROXIM_DIS_ALL_MAJ_NPDES,FRESHW_WITHDRAWAL,MINING92_PCT,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,ARTIFPATH_PCT,ARTIFPATH_MAINSTEM_PCT,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,PCT_NO_ORDER,FRAGUN_BASIN,HIRES_LENTIC_NUM,HIRES_LENTIC_DENS,HIRES_LENTIC_MEANSIZ,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,MAINS100_DEV,MAINS100_FOREST,MAINS100_PLANT,MAINS100_11,MAINS100_12,MAINS100_21,MAINS100_22,MAINS100_23,MAINS100_24,MAINS100_31,MAINS100_41,MAINS100_42,MAINS100_43,MAINS100_52,MAINS100_71,MAINS100_81,MAINS100_82,MAINS100_90,MAINS100_95,MAINS800_DEV,MAINS800_FOREST,MAINS800_PLANT,MAINS800_11,MAINS800_12,MAINS800_21,MAINS800_22,MAINS800_23,MAINS800_24,MAINS800_31,MAINS800_41,MAINS800_42,MAINS800_43,MAINS800_52,MAINS800_71,MAINS800_81,MAINS800_82,MAINS800_90,MAINS800_95,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,RIP100_12,RIP100_21,RIP100_22,RIP100_23,RIP100_24,RIP100_31,RIP100_41,RIP100_42,RIP100_43,RIP100_52,RIP100_71,RIP100_81,RIP100_82,RIP100_90,RIP100_95,RIP800_DEV,RIP800_FOREST,RIP800_PLANT,RIP800_11,RIP800_12,RIP800_21,RIP800_22,RIP800_23,RIP800_24,RIP800_31,RIP800_41,RIP800_42,RIP800_43,RIP800_52,RIP800_71,RIP800_81,RIP800_82,RIP800_90,RIP800_95,CDL_CORN,CDL_SORGHUM,CDL_SOYBEANS,CDL_SUNFLOWERS,CDL_BARLEY,CDL_SPRING_WHEAT,CDL_WINTER_WHEAT,CDL_OATS,CDL_ALFALFA,CDL_OTHER_HAYS,CDL_DRY_BEANS,CDL_POTATOES,CDL_FALLOW_IDLE,CDL_OTHER_CROPS,CDL_ALL_OTHER_LAND,NITR_APP_KG_SQKM,PHOS_APP_KG_SQKM,PESTAPP_KG_SQKM,PDEN_2000_BLOCK,PDEN_DAY_LANDSCAN_2007,PDEN_NIGHT_LANDSCAN_2007,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV,PADCAT1_PCT_BASIN,PADCAT2_PCT_BASIN,PADCAT3_PCT_BASIN,HGA,HGB,HGAD,HGC,HGD,HGBD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_NORTHNESS,ASPECT_EASTNESS,median
109.6,9,2.11,73.0,63.87,1.22,4.5,8.4,1.855,11.5,-7.26,1.685,-5.6,52.8,52,230.8,185.9,243,169,110.2,95,11.6,6.7,10,6,368.7,65.6,0.133,6.79,6.7,8.79,7.8,6.24,3.58,5.36,4.64,4.94,5.27,6.6,6.27,-9.27,-8.11,-5.66,-1.55,3.45,8.49,11.57,10.51,6.57,1.56,-5.38,-8.57,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.04,0.9993551160791058,0.9840928632846088,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0,0.0,0.4,2,1.49,0.0,0.0,0.05,60.5,0.9,0.9,9.67,4.2,65.24,26.72,0.0,0.0,0.0,0.0,8.04,2.7,17,0.155,3.1,0.09,65.26,0.03,0.01,0.54,0.05,0.05,0.0,0.0,11.75,10.82,53.71,0.72,0.5,19.03,0.03,0.0,2.68,0.1,0.68,67.31,0.22,0.0,0.51,0.29,0.39,0.0,0.0,1.37,19.21,46.61,1.49,3.35,12.37,0.22,0.0,13.83,0.36,0.32,70.7,0.09,0.0,0.69,0.16,0.15,0.0,0.0,11.09,20.0,49.26,1.44,1.5,12.45,0.09,0.0,3.1,0.06,0.66,71.09,0.11,0.0,0.27,0.33,0.32,0.0,0.0,1.14,11.26,59.02,0.8,2.06,12.76,0.11,0.0,11.51,0.4,0.18,71.51,0.05,0.0,0.39,0.09,0.09,0.0,0.0,7.63,11.56,59.12,0.83,0.85,15.75,0.05,0.0,3.55,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,83.5,20.5,0.0,1.08,0.05,0.14,0.2,0.09,0.03,0.0,59.81,23.59,14.5,20.65,34.63,0.0,22.99,21.74,0.0,0.07,6.63,1.47,0.53,5.43,50.5,60.96,24.16,55.22,11.81,32.11,56.08,0.12,24.56,3305.0,4050,2397,3320,287.6,2640,0.549,0.558,29.1,0.479,-0.878,-33.82859531772576
612.9,18,2.45,72.67,45.8,1.34,3.1,9.36,2.019,13.2,-6.98,1.443,-4.1,53.4,58,229.7,187.1,235,181,111.1,95,11.6,6.7,10,6,374.6,61.0,0.147,6.85,6.53,8.93,8.16,6.4,3.78,5.21,4.34,4.6,5.06,6.65,6.26,-9.01,-7.82,-5.07,-0.63,4.42,9.21,12.4,11.32,7.28,2.31,-4.85,-8.41,7,1.14,266.31,209.22,1,0.16,0.998280309544282,0.9636715391229579,0.998280309544282,0.998280309544282,6.61,0.9563628546861564,0.9456147893379192,0.0,0.0,0.0,0.0,31.1,0.0,0.0,1,5.0,0.55,4,1.3,5.86,17.73,1.03,63.9,0.9,0.0,10.05,7.5,66.24,15.41,7.26,4.48,0.0,0.0,6.61,2.2,198,0.323,31.7,0.03,66.05,0.01,0.79,0.6,0.03,0.0,0.0,0.0,10.47,15.5,48.99,1.55,3.33,16.72,0.01,0.0,1.79,0.2,0.37,45.26,0.16,14.07,0.33,0.32,0.0,0.05,0.0,1.74,6.7,37.69,0.86,12.08,8.81,0.16,0.0,17.15,0.03,0.22,57.35,0.12,5.26,0.56,0.2,0.01,0.01,0.0,6.17,18.49,36.59,2.28,15.52,10.09,0.12,0.0,4.69,0.02,0.08,66.83,0.02,3.46,0.29,0.08,0.0,0.01,0.0,2.77,15.95,49.21,1.66,5.45,11.84,0.02,0.0,8.68,0.59,0.04,68.65,0.02,1.14,0.41,0.04,0.0,0.0,0.0,7.48,17.6,49.46,1.59,4.54,15.08,0.02,0.0,2.43,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,99.99,121.0,32.1,0.0,0.14,0.83,0.21,0.41,0.17,0.1,0.0,22.13,29.72,43.12,15.2,41.1,0.0,25.94,17.76,0.0,0.08,5.48,1.44,0.6,5.58,50.8,61.96,25.95,55.26,13.8,33.29,52.91,0.13,25.27,3165.9,4326,2275,3171,352.8,2317,0.434,0.437,33.4,0.283,-0.959,-6.554860470479706
2224.4,18,2.52,73.31,37.75,2.06,7.2,9.53,2.836,16.2,-6.1,2.478,-2.4,54.4,57,235.8,180.1,265,137,109.4,84,11.5,6.7,8,6,393.2,58.7,0.137,6.95,6.94,8.63,7.54,6.02,3.8,5.13,4.54,4.97,5.43,6.74,6.66,-8.34,-6.97,-4.29,0.09,5.14,9.97,13.14,12.11,8.17,3.02,-4.04,-7.66,20,0.9,75.32,58.96,3,0.13,0.9929062768701633,0.9402407566638005,0.960232158211522,0.9333619948409286,10.32,0.9787188306104901,0.9357265692175409,0.0,0.09,0.9529234737747206,0.9363714531384351,27.1,0.0,1.76,4,5.6,0.54,5,1.35,2.52,0.58,0.42,64.8,0.5,5.6,9.68,16.0,56.59,19.44,7.66,5.3,0.38,0.0,10.63,4.8,624,0.281,15.1,1.22,59.19,1.19,0.3,0.44,0.69,0.42,0.11,0.01,10.83,21.62,36.06,1.51,7.83,16.84,1.19,0.0,2.03,0.14,28.05,28.0,3.34,0.14,0.58,16.7,8.74,2.49,0.12,0.17,12.07,15.5,0.44,8.83,6.84,3.34,0.0,23.26,0.78,16.39,42.38,6.77,0.12,0.66,8.56,5.74,1.95,0.14,2.49,19.19,22.19,1.0,15.97,8.75,6.77,0.0,6.14,0.33,3.25,61.29,2.49,1.34,0.19,1.89,1.08,0.26,0.02,2.59,24.46,35.35,1.49,9.4,10.69,2.49,0.0,8.42,0.35,1.79,62.37,1.64,0.44,0.3,1.01,0.6,0.17,0.01,7.46,23.64,37.17,1.56,8.97,14.22,1.64,0.0,2.64,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,99.26,124.9,27.8,0.2,7.02,8.22,6.4,0.59,0.29,0.37,0.0,14.58,34.4,34.83,12.12,42.61,0.0,31.63,13.64,0.0,0.09,4.71,1.42,0.76,5.65,52.08,65.62,31.93,59.01,17.48,35.14,47.38,0.16,23.67,3084.6,4329,1971,3123,466.6,1977,0.472,0.489,34.0,0.964,-0.266,-7.500937539064134
432.9,5,1.69,100.4,48.76,1.99,4.0,9.15,2.505,13.7,-5.32,2.51,-2.2,55.8,57,244.0,175.5,254,159,121.5,108,13.2,7.2,11,6,384.0,58.4,0.195,10.57,10.79,11.73,9.73,7.04,4.3,5.53,5.19,7.16,8.26,9.61,10.53,-7.67,-6.29,-3.73,0.53,5.48,10.37,13.52,12.42,8.5,3.29,-3.56,-7.06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,0.04,0,0.0,0.49,3,1.65,0.53,0.71,0.15,63.3,0.0,9.5,9.63,16.5,69.59,14.67,15.73,0.0,0.0,0.0,0.0,3.2,137,0.316,4.7,0.69,59.15,0.08,0.08,0.0,0.55,0.13,0.0,0.0,12.26,27.81,28.45,2.89,2.24,21.36,0.08,0.0,3.97,0.17,10.85,50.45,1.19,0.62,0.0,9.19,1.62,0.04,0.0,0.15,25.14,23.57,1.75,6.88,4.53,1.19,0.0,25.29,0.04,3.51,69.04,0.51,0.25,0.0,2.9,0.59,0.02,0.0,1.09,39.31,27.24,2.48,7.43,10.48,0.51,0.0,7.53,0.16,3.34,68.49,0.41,0.28,0.0,2.81,0.52,0.01,0.0,1.86,30.89,33.59,4.0,3.94,10.05,0.41,0.0,11.34,0.28,1.06,67.71,0.13,0.1,0.0,0.86,0.2,0.01,0.0,6.69,32.04,32.46,3.21,2.94,16.73,0.13,0.0,4.47,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,99.96,101.1,24.6,0.0,0.73,1.5,0.87,0.42,0.28,0.17,0.0,21.04,31.66,36.55,15.6,40.32,0.0,34.61,9.47,0.0,0.1,3.14,1.37,0.91,5.89,48.86,63.37,36.04,58.43,21.16,38.75,40.09,0.18,30.48,3098.1,4279,2109,3129,421.1,2109,0.456,0.47,41.1,0.576,-0.817,-27.59346940026355
3762.7,16,2.16,74.09,46.16,2.99,7.8,10.38,3.076,17.0,-4.87,2.899,-0.5,55.8,57,243.1,171.5,266,138,107.9,82,11.2,6.6,8,5,419.2,53.6,0.134,7.05,7.03,8.5,7.41,5.99,3.87,4.92,4.48,5.36,5.87,6.8,6.82,-7.47,-5.94,-3.2,1.24,6.32,11.15,14.36,13.32,9.37,4.1,-3.02,-6.79,33,0.88,46.58,36.26,3,0.08,0.9836629406706793,0.9142304385210662,0.8996130696474635,0.8746775580395528,9.84,0.998280309544282,0.9062768701633706,0.0,0.05,0.892304385210662,0.876182287188306,34.4,0.0,3.9,4,5.6,0.54,5,1.32,2.56,13.47,0.32,64.4,0.3,6.3,9.76,26.9,56.29,18.96,8.3,3.79,1.98,0.0,10.68,6.0,1024,0.272,11.8,1.3,60.26,2.14,0.24,0.26,0.66,0.46,0.16,0.01,8.65,26.16,32.07,2.03,10.79,14.0,2.13,0.02,2.23,0.12,24.64,20.96,7.51,0.23,0.39,12.57,9.48,2.42,0.16,0.11,9.13,11.5,0.33,9.57,4.69,7.26,0.25,31.39,0.52,17.41,33.56,12.88,0.18,0.44,7.82,6.69,2.62,0.27,1.67,13.91,18.98,0.67,17.84,5.97,12.62,0.26,9.83,0.23,3.35,60.07,3.99,0.94,0.11,1.92,1.15,0.26,0.02,2.02,26.92,31.23,1.93,11.82,8.74,3.97,0.02,8.7,0.26,1.84,62.71,2.7,0.31,0.18,0.95,0.65,0.22,0.02,5.87,27.88,32.78,2.05,11.61,11.8,2.68,0.02,2.86,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,1.54,0.0,0.0,0.0,0.0,98.4,212.0,47.4,0.3,9.4,9.16,9.01,0.69,0.33,0.45,0.02,13.0,27.09,36.59,9.45,48.42,0.0,31.73,10.4,0.0,0.1,3.89,1.41,0.8,5.73,53.13,69.57,37.1,63.53,20.05,36.43,43.51,0.18,23.21,2925.6,4329,1750,2934,519.1,1753,0.456,0.459,31.6,0.962,-0.274,-15.826777423657916
15578.9,23,1.42,64.55,45.59,2.56,7.8,9.97,2.748,16.8,-5.26,2.074,-0.4,56.5,57,239.8,174.4,266,138,112.0,82,11.3,6.7,8,5,410.7,51.2,0.103,5.99,5.48,6.84,6.79,6.02,3.66,4.84,4.41,4.37,4.78,5.76,5.61,-8.09,-6.68,-3.6,0.98,6.1,10.74,14.0,13.04,9.01,3.75,-3.41,-7.43,140,0.9,125.85,115.85,32,0.21,0.9812983662940671,0.8301805674978504,0.9477644024075667,0.7865434221840069,6.83,0.9952708512467756,0.8278159931212382,0.0,0.09,0.998280309544282,0.8097592433361995,36.2,0.07,0.09,9,60.4,0.72,6,1.6,3.01,31.49,0.8,65.6,1.0,2.3,10.3,41.9,58.94,17.56,7.98,4.45,1.11,1.51,8.46,5.9,7047,0.452,17.6,1.34,55.8,1.66,0.66,1.98,0.73,0.47,0.14,0.01,5.08,13.99,40.56,1.25,18.43,12.7,1.65,0.01,2.06,0.3,7.24,19.7,6.0,11.53,0.0,4.6,2.05,0.53,0.07,0.46,0.99,18.68,0.03,28.94,2.65,5.97,0.03,21.51,1.96,4.27,32.67,5.96,3.8,0.0,2.66,1.34,0.21,0.06,0.52,2.21,30.34,0.12,41.89,2.34,5.9,0.05,6.66,1.9,2.79,50.76,3.34,1.66,0.94,1.54,0.95,0.28,0.02,1.21,13.94,35.72,1.1,22.68,9.08,3.32,0.02,6.89,0.64,1.66,56.22,2.0,0.76,1.43,0.9,0.57,0.17,0.01,3.4,14.34,40.64,1.24,20.41,11.32,1.99,0.01,2.43,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.05,0.0,0.0,0.0,0.0,98.93,256.9,62.8,0.2,6.59,6.71,6.27,0.74,0.33,0.44,0.04,9.05,18.03,48.63,8.34,46.63,0.08,27.13,17.82,0.0,0.1,4.18,1.41,0.73,5.73,51.35,70.18,36.53,64.45,19.39,35.47,45.13,0.18,25.81,2871.5,4344,1740,2842,447.4,1745,0.435,0.423,25.4,0.891,0.453,-15.384983223482344
20698.6,18,1.21,61.81,30.38,3.51,11.1,10.87,3.178,18.2,-4.06,2.896,2.1,56.1,47,246.0,167.9,287,122,106.3,64,10.8,6.4,7,4,440.2,46.9,0.098,5.59,5.24,6.59,6.38,5.83,3.44,4.52,4.18,4.31,4.9,5.53,5.3,-7.32,-5.69,-2.54,2.03,7.2,11.95,15.31,14.3,10.19,4.74,-2.48,-6.6,159,0.77,96.45,88.6,40,0.19,0.9739896818572656,0.6835769561478934,0.9019776440240757,0.6597162510748065,6.98,0.9901117798796216,0.7130266552020637,0.0,0.07,0.812768701633706,0.6328460877042132,50.5,0.06,0.67,10,168.7,0.72,8,1.49,3.1,49.17,0.63,64.9,0.7,3.1,10.28,45.4,58.49,17.13,8.03,3.94,1.21,1.96,9.24,7.0,8208,0.397,16.0,1.32,55.76,2.44,0.55,1.5,0.68,0.49,0.14,0.01,4.57,17.04,37.5,1.22,21.16,10.68,2.4,0.04,1.79,0.24,9.07,16.2,7.12,14.76,0.0,4.15,3.4,1.43,0.1,0.34,1.23,14.95,0.02,25.33,1.85,6.91,0.21,23.97,1.37,7.75,27.49,9.38,4.32,0.0,3.31,3.42,0.9,0.13,0.42,2.4,25.01,0.08,39.14,1.61,8.83,0.55,8.58,1.31,2.75,49.59,4.95,1.48,0.7,1.44,1.02,0.27,0.02,1.34,16.02,32.54,1.03,24.92,7.74,4.88,0.06,6.05,0.5,1.6,55.74,2.93,0.64,1.06,0.83,0.6,0.17,0.01,3.24,17.16,37.38,1.19,22.91,9.51,2.88,0.05,2.11,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,1.87,0.0,0.0,0.0,0.01,98.04,304.0,73.2,0.3,6.12,6.01,5.91,0.74,0.33,0.43,0.05,7.13,14.18,49.53,6.26,49.4,0.06,26.16,18.11,0.0,0.11,3.52,1.4,0.7,5.8,50.79,71.93,40.01,66.5,20.79,37.48,41.73,0.19,23.64,2721.6,4344,1466,2702,512.0,1468,0.436,0.429,25.3,0.991,0.137,-14.839705643382779
1536.9,21,2.27,64.89,30.4,4.64,10.9,12.21,3.218,18.8,-2.08,2.563,2.5,52.5,47,257.7,163.1,287,124,82.6,64,8.6,4.5,7,4,473.2,45.5,0.091,5.25,5.97,7.66,6.2,5.57,3.01,4.68,4.6,4.92,5.92,5.87,5.24,-5.88,-3.97,-0.79,3.46,8.63,13.81,17.21,16.08,11.92,6.13,-0.86,-5.06,63,4.1,59.8,49.16,3,0.2,0.9720550300945829,0.9387360275150473,0.9720550300945829,0.952493551160791,3.35,0.9705503009458297,0.9531384350816853,0.0,0.07,0.9258383490971626,0.9258383490971626,191.9,0.0,5.45,2,13.4,0.68,5,1.48,2.92,4.95,0.82,61.3,0.0,9.7,10.15,129.9,63.74,16.37,9.86,2.44,3.16,0.0,4.42,12.0,779,0.507,16.2,0.8,67.3,6.74,0.51,0.0,0.58,0.21,0.01,0.0,0.9,35.54,28.78,2.97,16.71,5.4,6.74,0.0,1.57,0.06,6.19,43.68,17.3,3.72,0.0,3.09,2.89,0.16,0.04,0.23,20.51,21.9,1.27,11.35,3.64,17.3,0.0,13.45,0.45,3.08,50.54,17.43,2.25,0.0,1.62,1.31,0.14,0.01,0.29,21.36,28.1,1.08,19.35,2.68,17.42,0.01,3.89,0.47,2.11,61.06,8.0,1.52,0.0,1.48,0.6,0.03,0.0,0.33,34.09,24.78,2.19,16.33,5.38,8.0,0.0,5.21,0.07,0.99,65.16,7.79,0.64,0.0,0.71,0.26,0.02,0.0,0.72,34.52,28.01,2.63,17.5,5.29,7.79,0.01,1.83,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,4.89,0.0,0.0,0.0,0.0,94.98,1183.9,281.3,1.3,1.27,1.17,1.37,0.62,0.35,0.15,0.0,0.0,1.08,61.86,0.79,54.31,0.0,33.15,11.75,0.0,0.14,1.1,1.36,0.75,5.99,52.22,85.19,58.6,81.05,29.19,42.87,27.94,0.24,21.63,2499.0,3413,1474,2488,466.8,1477,0.529,0.523,16.6,0.912,-0.411,-42.02246428450236
22666.6,18,1.08,61.56,24.25,3.7,11.7,11.06,3.258,19.6,-3.81,3.023,4.0,55.7,48,247.5,166.8,294,118,104.0,61,10.6,6.2,7,3,446.6,46.4,0.096,5.51,5.25,6.62,6.32,5.76,3.38,4.49,4.18,4.33,4.96,5.52,5.24,-7.14,-5.47,-2.3,2.25,7.42,12.21,15.57,14.56,10.43,4.93,-2.27,-6.41,226,1.0,92.26,84.33,44,0.19,0.984737747205503,0.7362424763542562,0.984737747205503,0.6595012897678417,6.73,0.9997850386930353,0.698194325021496,0.0,0.07,0.9036973344797936,0.6272570937231298,62.8,0.07,0.46,14,252.1,0.72,8,1.5,3.19,52.12,0.64,64.8,0.7,3.6,10.27,51.1,58.82,16.99,8.14,3.81,1.33,1.94,8.96,7.2,8983,0.396,16.0,1.28,56.46,2.7,0.54,1.36,0.67,0.47,0.13,0.01,4.3,18.07,37.06,1.33,21.26,10.13,2.65,0.05,1.75,0.22,9.63,15.89,7.17,15.02,0.0,4.3,3.86,1.38,0.1,0.32,1.27,14.61,0.02,24.44,1.74,6.47,0.7,24.49,1.29,8.19,26.74,9.27,4.28,0.0,3.39,3.72,0.94,0.14,0.48,2.31,24.36,0.07,39.62,1.51,8.28,0.99,8.68,1.23,2.7,50.58,5.08,1.48,0.65,1.43,1.0,0.25,0.02,1.25,17.05,32.41,1.13,24.55,7.31,4.98,0.1,5.95,0.46,1.56,56.27,3.21,0.63,0.97,0.81,0.58,0.16,0.01,3.06,18.08,36.91,1.28,22.95,9.03,3.14,0.06,2.07,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,2.05,0.0,0.0,0.0,0.01,97.86,362.2,87.0,0.5,5.76,5.66,5.57,0.73,0.33,0.41,0.05,6.53,13.54,50.39,5.8,49.56,0.06,26.44,18.14,0.0,0.11,3.34,1.4,0.69,5.81,50.7,73.09,41.51,67.77,21.37,37.94,40.69,0.2,23.26,2690.8,4344,1426,2675,520.6,1428,0.433,0.428,24.7,0.998,-0.063,-26.928750784682975
331.6,5,2.12,67.67,50.98,0.2,1.5,7.81,1.604,10.1,-7.88,1.089,-8.3,52.0,53,233.5,179.1,238,166,105.6,97,11.1,6.5,10,6,346.2,61.6,0.127,6.35,6.69,7.69,6.89,5.28,3.08,5.29,4.74,4.61,4.82,6.02,6.25,-9.9,-8.67,-6.24,-1.92,3.15,8.11,11.19,10.17,6.33,1.31,-5.49,-9.03,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,0.0,0.0,0,0.0,0.72,4,1.19,1.12,0.83,0.31,68.8,0.0,8.8,10.22,12.9,68.41,19.54,6.16,5.89,0.0,0.0,0.0,1.6,298,0.899,3.4,0.04,54.2,0.0,0.07,0.39,0.04,0.0,0.0,0.0,11.18,1.46,52.74,0.0,0.22,27.79,0.0,0.0,5.75,0.35,0.72,21.97,0.0,0.2,0.1,0.72,0.0,0.0,0.0,2.48,1.29,20.67,0.0,0.99,36.25,0.0,0.0,35.64,1.65,0.38,40.93,0.0,0.21,0.13,0.38,0.0,0.0,0.0,4.79,0.9,40.03,0.0,1.26,37.76,0.0,0.0,13.6,0.94,0.1,51.75,0.0,0.22,0.16,0.1,0.0,0.0,0.0,1.81,2.89,48.85,0.0,0.45,23.44,0.0,0.0,20.97,1.11,0.06,58.41,0.0,0.08,0.25,0.06,0.0,0.0,0.0,7.71,1.65,56.76,0.0,0.26,25.93,0.0,0.0,6.87,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,121.8,29.7,0.0,0.0,1.78,0.04,0.42,0.18,0.06,0.0,0.0,35.99,59.84,10.88,56.81,0.0,20.07,12.24,0.0,0.09,6.76,1.47,0.56,5.89,50.99,66.16,25.33,57.84,14.04,29.76,56.19,0.15,25.62,3329.4,4112,2847,3314,270.0,2854,0.381,0.369,23.2,-0.997,-0.083,-9.29578535473662
659.8,7,1.55,62.42,49.53,0.16,0.9,7.78,1.722,10.7,-7.82,1.138,-8.4,52.8,54,233.9,179.5,238,168,101.8,98,10.8,6.2,10,6,346.2,61.5,0.099,5.52,5.97,6.94,6.28,4.89,3.01,5.19,4.74,4.43,4.55,5.37,5.55,-9.87,-8.67,-6.16,-1.77,3.29,8.21,11.28,10.26,6.47,1.43,-5.37,-8.99,1,0.15,198.47,198.47,1,0.15,0.999140154772141,0.999140154772141,0.999140154772141,0.999140154772141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,0,0.0,0.7,5,1.29,4.39,18.9,1.53,71.2,0.0,9.0,10.35,17.4,66.77,16.99,9.98,5.75,0.52,0.0,0.0,3.2,595,0.902,16.9,0.29,56.06,0.0,1.25,0.34,0.27,0.02,0.0,0.0,11.43,1.49,54.57,0.0,0.41,24.81,0.0,0.0,5.13,0.28,0.78,17.54,0.0,17.99,0.08,0.78,0.0,0.0,0.0,2.19,1.05,16.49,0.0,0.81,30.87,0.0,0.0,28.45,1.3,0.58,35.39,0.0,13.44,0.1,0.58,0.0,0.0,0.0,3.79,0.96,34.43,0.0,1.44,33.51,0.0,0.0,10.99,0.76,0.38,51.05,0.01,2.76,0.15,0.36,0.01,0.0,0.0,2.56,2.31,48.73,0.01,0.54,22.12,0.01,0.0,19.52,0.91,0.33,58.66,0.0,1.57,0.26,0.31,0.02,0.0,0.0,8.93,1.66,56.99,0.0,0.46,23.26,0.0,0.0,6.2,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,95.5,23.3,0.0,0.02,0.95,0.06,0.49,0.19,0.09,0.0,0.0,30.05,64.61,10.67,54.75,0.0,20.84,13.73,0.0,0.09,6.46,1.47,0.68,5.91,50.05,65.6,25.06,56.87,14.18,30.02,55.8,0.15,26.05,3314.7,4204,2800,3294,279.7,2801,0.367,0.352,23.8,-0.743,-0.669,-8.276082407921718
